id,text,date,source,clean,token_count
news_304,"Weight loss drugs alone are not enough for individuals to achieve health goals, researchers say - University College London. Weight loss drugs alone are not enough for individuals to achieve health goals, researchers say University College London",2024-08-13,news,weight loss drug alone enough individual achieve health goal researcher say university college london weight loss drug alone enough individual achieve health goal researcher say university college london,28
news_305,Weight loss injectables - Swiss Re. Weight loss injectables Swiss Re,2024-10-22,news,weight loss injectables swiss weight loss injectables swiss,8
news_306,Expanding access to GLP-1 weight-loss drugs could save thousands of lives - News-Medical. Expanding access to GLP-1 weight-loss drugs could save thousands of lives News-Medical,2024-10-16,news,expanding access glp weightloss drug could save thousand life newsmedical expanding access glp weightloss drug could save thousand life newsmedical,20
news_307,Older weight loss drugs are in demand. But are they safe or effective? And should you take them? - Northeastern Global News. Older weight loss drugs are in demand. But are they safe or effective? And should you take them? Northeastern Global News,2024-07-08,news,older weight loss drug demand safe effective take northeastern global news older weight loss drug demand safe effective take northeastern global news,22
news_308,Bariatric Surgery Is More Cost Effective Than Newer Weight Loss Drugs Alone - The American College of Surgeons. Bariatric Surgery Is More Cost Effective Than Newer Weight Loss Drugs Alone The American College of Surgeons,2024-10-18,news,bariatric surgery cost effective newer weight loss drug alone american college surgeon bariatric surgery cost effective newer weight loss drug alone american college surgeon,24
news_309,Monitoring Patients Who Take GLP-1 RAs for Weight Loss – What Prescribers Should Know - ECRI. Monitoring Patients Who Take GLP-1 RAs for Weight Loss – What Prescribers Should Know ECRI,2024-03-05,news,monitoring patient take glp ra weight loss prescribers know ecri monitoring patient take glp ra weight loss prescribers know ecri,20
news_310,West Virginia residents struggle to afford GLP-1 weight loss drugs after state ends subsidy program - CBS News. West Virginia residents struggle to afford GLP-1 weight loss drugs after state ends subsidy program CBS News,2024-11-25,news,west virginia resident struggle afford glp weight loss drug state end subsidy program cbs news west virginia resident struggle afford glp weight loss drug state end subsidy program cbs news,30
news_311,Weight loss drugs without the nausea? Mouse study suggests it may be possible - Science | AAAS. Weight loss drugs without the nausea? Mouse study suggests it may be possible Science | AAAS,2024-07-10,news,weight loss drug without nausea mouse study suggests may possible science aaa weight loss drug without nausea mouse study suggests may possible science aaa,24
news_312,"Popular weight-loss and diabetes medications linked to lower risk of some cancers, study finds - CNN. Popular weight-loss and diabetes medications linked to lower risk of some cancers, study finds CNN",2024-07-05,news,popular weightloss diabetes medication linked lower risk cancer study find cnn popular weightloss diabetes medication linked lower risk cancer study find cnn,22
news_313,How digital health companies are capitalizing on the GLP-1 boom - CNBC. How digital health companies are capitalizing on the GLP-1 boom CNBC,2024-05-25,news,digital health company capitalizing glp boom cnbc digital health company capitalizing glp boom cnbc,14
news_314,Can New Drugs Help Millions of Americans with Obesity? - Harvard Magazine. Can New Drugs Help Millions of Americans with Obesity? Harvard Magazine,2024-09-30,news,new drug help million american obesity harvard magazine new drug help million american obesity harvard magazine,16
news_315,The Multi-Sector Impacts of GLP-1RA Drugs - Teneo. The Multi-Sector Impacts of GLP-1RA Drugs Teneo,2024-03-07,news,multisector impact glpra drug teneo multisector impact glpra drug teneo,10
news_316,Medicare Spending on Ozempic and Other GLP-1s Is Skyrocketing - KFF. Medicare Spending on Ozempic and Other GLP-1s Is Skyrocketing KFF,2024-03-22,news,medicare spending ozempic glps skyrocketing kff medicare spending ozempic glps skyrocketing kff,12
news_317,About 13% of U.S. Adults Have Tried a GLP-1 Drug Like Ozempic - Healthline. About 13% of U.S. Adults Have Tried a GLP-1 Drug Like Ozempic Healthline,2024-05-13,news,adult tried glp drug ozempic healthline adult tried glp drug ozempic healthline,12
news_318,Weight management in the era of GLP-1s - Mercer. Weight management in the era of GLP-1s Mercer,2024-03-28,news,weight management era glps mercer weight management era glps mercer,10
news_319,Ilisa was vomiting blood after injecting replica Ozempic. The pharmacy kept ringing to sell her more - Australian Broadcasting Corporation. Ilisa was vomiting blood after injecting replica Ozempic. The pharmacy kept ringing to sell her more Australian Broadcasting Corporation,2024-05-13,news,ilisa vomiting blood injecting replica ozempic pharmacy kept ringing sell australian broadcasting corporation ilisa vomiting blood injecting replica ozempic pharmacy kept ringing sell australian broadcasting corporation,26
news_320,5 unexpected side effects of Ozempic use - MDLinx. 5 unexpected side effects of Ozempic use MDLinx,2024-11-20,news,unexpected side effect ozempic use mdlinx unexpected side effect ozempic use mdlinx,12
news_321,Ozempic's biggest side effect: Turning Denmark into a 'pharmastate'? : Planet Money - NPR. Ozempic's biggest side effect: Turning Denmark into a 'pharmastate'? : Planet Money NPR,2024-07-30,news,ozempics biggest side effect turning denmark pharmastate planet money npr ozempics biggest side effect turning denmark pharmastate planet money npr,20
news_322,Patients Are Suing Over Alleged Side Effects of Weight-Loss Drugs - Time Magazine. Patients Are Suing Over Alleged Side Effects of Weight-Loss Drugs Time Magazine,2024-11-04,news,patient suing alleged side effect weightloss drug time magazine patient suing alleged side effect weightloss drug time magazine,18
news_323,Ozempic Face — and Now Ozempic Breast and Butt? What's Really Going on with These Side Effects? - People.com. Ozempic Face — and Now Ozempic Breast and Butt? What's Really Going on with These Side Effects? People.com,2024-05-08,news,ozempic face ozempic breast butt whats really going side effect peoplecom ozempic face ozempic breast butt whats really going side effect peoplecom,22
news_324,Old Drugs Are Linked to New Side Effects More Often Than You Think - Bloomberg.com. Old Drugs Are Linked to New Side Effects More Often Than You Think Bloomberg.com,2024-07-08,news,old drug linked new side effect often think bloombergcom old drug linked new side effect often think bloombergcom,18
news_325,Ozempic Butt Isn't The Strangest Side Effect Of The Drug. Here's What Else To Expect. - Women's Health. Ozempic Butt Isn't The Strangest Side Effect Of The Drug. Here's What Else To Expect. Women's Health,2024-10-15,news,ozempic butt isnt strangest side effect drug here else expect womens health ozempic butt isnt strangest side effect drug here else expect womens health,24
news_326,"At 56, Macy Gray Says She Was Hospitalized for Ozempic Side Effects - Prevention. At 56, Macy Gray Says She Was Hospitalized for Ozempic Side Effects Prevention",2024-08-08,news,macy gray say hospitalized ozempic side effect prevention macy gray say hospitalized ozempic side effect prevention,16
news_327,Is Nausea on Ozempic Serious? Learn More About Causes & Risks - Motley Rice. Is Nausea on Ozempic Serious? Learn More About Causes & Risks Motley Rice,2024-02-20,news,nausea ozempic serious learn cause risk motley rice nausea ozempic serious learn cause risk motley rice,16
news_328,"Do Ozempic and Wegovy have hidden side effects? Lawsuit alleges bowel obstruction, stomach paralysis - KTLA. Do Ozempic and Wegovy have hidden side effects? Lawsuit alleges bowel obstruction, stomach paralysis KTLA",2024-09-05,news,ozempic wegovy hidden side effect lawsuit alleges bowel obstruction stomach paralysis ktla ozempic wegovy hidden side effect lawsuit alleges bowel obstruction stomach paralysis ktla,24
news_329,What is 'Ozempic face'? How we refer to weight-loss side effects matters. - USA Today. What is 'Ozempic face'? How we refer to weight-loss side effects matters. USA Today,2024-09-27,news,ozempic face refer weightloss side effect matter usa today ozempic face refer weightloss side effect matter usa today,18
news_330,Side Effects of GLP-1 Drugs: What Doctors Should Know - Medscape. Side Effects of GLP-1 Drugs: What Doctors Should Know Medscape,2024-11-21,news,side effect glp drug doctor know medscape side effect glp drug doctor know medscape,14
news_331,‘Ozempic Personality’: How Weight Loss Drugs Can Affect Your Behavior - Healthline. ‘Ozempic Personality’: How Weight Loss Drugs Can Affect Your Behavior Healthline,2024-04-23,news,ozempic personality weight loss drug affect behavior healthline ozempic personality weight loss drug affect behavior healthline,16
news_332,Ozempic can lead to muscle mass loss: Study - The Hill. Ozempic can lead to muscle mass loss: Study The Hill,2024-11-09,news,ozempic lead muscle mass loss study hill ozempic lead muscle mass loss study hill,14
news_333,'Ozempic tongue' and other oral side effects explained - MDLinx. 'Ozempic tongue' and other oral side effects explained MDLinx,2024-07-23,news,ozempic tongue oral side effect explained mdlinx ozempic tongue oral side effect explained mdlinx,14
news_334,Ozempic Gastroparesis Lawsuit | You May Have Legal Options - Motley Rice. Ozempic Gastroparesis Lawsuit | You May Have Legal Options Motley Rice,2024-02-20,news,ozempic gastroparesis lawsuit may legal option motley rice ozempic gastroparesis lawsuit may legal option motley rice,16
news_335,Warning about side effects of Ozempic and other weight loss drugs - WKRC. Warning about side effects of Ozempic and other weight loss drugs WKRC,2024-08-21,news,warning side effect ozempic weight loss drug wkrc warning side effect ozempic weight loss drug wkrc,16
news_336,Ozempic May Have Another Side Effect: Better Sex - WSJ - The Wall Street Journal. Ozempic May Have Another Side Effect: Better Sex - WSJ The Wall Street Journal,2024-08-10,news,ozempic may another side effect better sex wsj wall street journal ozempic may another side effect better sex wsj wall street journal,22
news_337,"Ozempic: Alternatives, Side Effects, and Benefits | Dr. Michael Greger - Physicians Committee for Responsible Medicine. Ozempic: Alternatives, Side Effects, and Benefits | Dr. Michael Greger Physicians Committee for Responsible Medicine",2024-10-30,news,ozempic alternative side effect benefit michael greger physician committee responsible medicine ozempic alternative side effect benefit michael greger physician committee responsible medicine,22
news_338,Drugs Like Ozempic May Have a Shrinking Effect on The Heart - ScienceAlert. Drugs Like Ozempic May Have a Shrinking Effect on The Heart ScienceAlert,2024-11-22,news,drug ozempic may shrinking effect heart sciencealert drug ozempic may shrinking effect heart sciencealert,14
news_339,Macy Gray Details TMI Side Effect While Taking Ozempic - E! News. Macy Gray Details TMI Side Effect While Taking Ozempic E! News,2024-08-01,news,macy gray detail tmi side effect taking ozempic news macy gray detail tmi side effect taking ozempic news,18
news_340,Can Ozempic Kill You? Here's What Doctors Say - Women's Health. Can Ozempic Kill You? Here's What Doctors Say Women's Health,2024-11-20,news,ozempic kill here doctor say womens health ozempic kill here doctor say womens health,14
news_341,‘Ozempic Breasts’ Side Effect Reported by People Taking Weight Loss Drugs - Healthline. ‘Ozempic Breasts’ Side Effect Reported by People Taking Weight Loss Drugs Healthline,2024-05-08,news,ozempic breast side effect reported people taking weight loss drug healthline ozempic breast side effect reported people taking weight loss drug healthline,22
news_342,Popular weight loss and diabetes drugs linked to increased risk of rare form of blindness - CNN. Popular weight loss and diabetes drugs linked to increased risk of rare form of blindness CNN,2024-07-03,news,popular weight loss diabetes drug linked increased risk rare form blindness cnn popular weight loss diabetes drug linked increased risk rare form blindness cnn,24
news_343,A new weight loss drug could beat Ozempic's side effect problem - qz.com. A new weight loss drug could beat Ozempic's side effect problem qz.com,2024-11-05,news,new weight loss drug could beat ozempics side effect problem qzcom new weight loss drug could beat ozempics side effect problem qzcom,22
news_344,'Ozempic breasts': What are the side effects of weight loss drugs? - Euronews.com. 'Ozempic breasts': What are the side effects of weight loss drugs? Euronews.com,2024-05-19,news,ozempic breast side effect weight loss drug euronewscom ozempic breast side effect weight loss drug euronewscom,16
news_345,Does Ozempic Cause Erectile Dysfunction? Here’s What to Know - GoodRx. Does Ozempic Cause Erectile Dysfunction? Here’s What to Know GoodRx,2024-07-15,news,ozempic cause erectile dysfunction here know goodrx ozempic cause erectile dysfunction here know goodrx,14
news_346,Tracking Ozempic’s Nausea Side Effect to Specific Neurons May Lead to Better Drugs - Scientific American. Tracking Ozempic’s Nausea Side Effect to Specific Neurons May Lead to Better Drugs Scientific American,2024-07-12,news,tracking ozempics nausea side effect specific neuron may lead better drug scientific american tracking ozempics nausea side effect specific neuron may lead better drug scientific american,26
news_347,"She took Ozempic, now she can't eat without vomiting. Lawsuit claims the drug made her ill - Cincinnati Enquirer. She took Ozempic, now she can't eat without vomiting. Lawsuit claims the drug made her ill Cincinnati Enquirer",2024-09-26,news,took ozempic cant eat without vomiting lawsuit claim drug made ill cincinnati enquirer took ozempic cant eat without vomiting lawsuit claim drug made ill cincinnati enquirer,26
news_348,"Ozempic Side Effects May Shrink Heart Muscles, Study Warns - AboutLawsuits.com. Ozempic Side Effects May Shrink Heart Muscles, Study Warns AboutLawsuits.com",2024-11-20,news,ozempic side effect may shrink heart muscle study warns aboutlawsuitscom ozempic side effect may shrink heart muscle study warns aboutlawsuitscom,20
news_349,Ozempic judge’s order raises early hurdles for plaintiffs suing over side effects - Reuters. Ozempic judge’s order raises early hurdles for plaintiffs suing over side effects Reuters,2024-08-28,news,ozempic judge order raise early hurdle plaintiff suing side effect reuters ozempic judge order raise early hurdle plaintiff suing side effect reuters,22
news_350,‘RHOD’ Star Caroline Stanbury Shares ‘Terrible’ Reaction to Ozempic and Alcohol - Prevention. ‘RHOD’ Star Caroline Stanbury Shares ‘Terrible’ Reaction to Ozempic and Alcohol Prevention,2024-08-21,news,rhod star caroline stanbury share terrible reaction ozempic alcohol prevention rhod star caroline stanbury share terrible reaction ozempic alcohol prevention,20
news_351,Louisville patients warn about dangers of weight loss drugs and life-changing side effects - WDRB. Louisville patients warn about dangers of weight loss drugs and life-changing side effects WDRB,2024-06-28,news,louisville patient warn danger weight loss drug lifechanging side effect wdrb louisville patient warn danger weight loss drug lifechanging side effect wdrb,22
news_352,Ozempic Breath: Can Weight Loss Drugs Cause Halitosis? - Healthline. Ozempic Breath: Can Weight Loss Drugs Cause Halitosis? Healthline,2024-05-02,news,ozempic breath weight loss drug cause halitosis healthline ozempic breath weight loss drug cause halitosis healthline,16
news_353,‘Ozempic Personality’: What to Know About Weight Loss and Mood Changes - Prevention. ‘Ozempic Personality’: What to Know About Weight Loss and Mood Changes Prevention,2024-04-25,news,ozempic personality know weight loss mood change prevention ozempic personality know weight loss mood change prevention,16
news_354,"Ozempic or Wegovy can be a godsend, but their non-medical use is alarming | Devi Sridhar - The Guardian. Ozempic or Wegovy can be a godsend, but their non-medical use is alarming | Devi Sridhar The Guardian",2024-07-31,news,ozempic wegovy godsend nonmedical use alarming devi sridhar guardian ozempic wegovy godsend nonmedical use alarming devi sridhar guardian,18
news_355,Ozempic butt: A side effect of this popular diabetes and weight loss drug - Healthshots. Ozempic butt: A side effect of this popular diabetes and weight loss drug Healthshots,2024-11-10,news,ozempic butt side effect popular diabetes weight loss drug healthshots ozempic butt side effect popular diabetes weight loss drug healthshots,20
news_356,"Ozempic and Rybelsus Side Effects Led to Ileus, Nausea and Vomiting, Lawsuit Alleges - AboutLawsuits.com. Ozempic and Rybelsus Side Effects Led to Ileus, Nausea and Vomiting, Lawsuit Alleges AboutLawsuits.com",2024-10-04,news,ozempic rybelsus side effect led ileus nausea vomiting lawsuit alleges aboutlawsuitscom ozempic rybelsus side effect led ileus nausea vomiting lawsuit alleges aboutlawsuitscom,22
news_357,Macy Gray Reveals Ozempic Side Effect - bet.com. Macy Gray Reveals Ozempic Side Effect bet.com,2024-07-30,news,macy gray reveals ozempic side effect betcom macy gray reveals ozempic side effect betcom,14
news_358,"Ozempic and other weight loss drugs could have this worrying side effect, say experts - Times of India. Ozempic and other weight loss drugs could have this worrying side effect, say experts Times of India",2024-09-03,news,ozempic weight loss drug could worrying side effect say expert time india ozempic weight loss drug could worrying side effect say expert time india,24
news_359,Poison Control Centers Are Seeing A Wave Of 'Ozempic Overdoses.' Doctors Share The Side Effects To Watch For - Women's Health. Poison Control Centers Are Seeing A Wave Of 'Ozempic Overdoses.' Doctors Share The Side Effects To Watch For Women's Health,2024-11-11,news,poison control center seeing wave ozempic overdoses doctor share side effect watch womens health poison control center seeing wave ozempic overdoses doctor share side effect watch womens health,28
news_360,Ozempic: 8 common side effects of the weight-loss drug - Times of India. Ozempic: 8 common side effects of the weight-loss drug Times of India,2024-11-08,news,ozempic common side effect weightloss drug time india ozempic common side effect weightloss drug time india,16
news_361,"Ozempic weight loss: Jabs could slow ageing, researchers say - BBC. Ozempic weight loss: Jabs could slow ageing, researchers say BBC",2024-10-15,news,ozempic weight loss jab could slow ageing researcher say bbc ozempic weight loss jab could slow ageing researcher say bbc,20
news_362,How People Are Overdosing on Semaglutide Drugs like Ozempic and Wegovy - Scientific American. How People Are Overdosing on Semaglutide Drugs like Ozempic and Wegovy Scientific American,2024-08-19,news,people overdosing semaglutide drug ozempic wegovy scientific american people overdosing semaglutide drug ozempic wegovy scientific american,16
news_363,"Ozempic Is Changing People’s Skin, Say Plastic Surgeons - Allure. Ozempic Is Changing People’s Skin, Say Plastic Surgeons Allure",2024-08-12,news,ozempic changing people skin say plastic surgeon allure ozempic changing people skin say plastic surgeon allure,16
news_364,Can Ozempic pose life-threatening risks? Hidden side effects uncovered - Times of India. Can Ozempic pose life-threatening risks? Hidden side effects uncovered Times of India,2024-11-21,news,ozempic pose lifethreatening risk hidden side effect uncovered time india ozempic pose lifethreatening risk hidden side effect uncovered time india,20
news_365,Weight loss drugs pose hidden dangers - WAFB. Weight loss drugs pose hidden dangers WAFB,2024-11-25,news,weight loss drug pose hidden danger wafb weight loss drug pose hidden danger wafb,14
news_366,"Weight-loss drug found to shrink heart muscle in mice, human cells | Folio - University of Alberta. Weight-loss drug found to shrink heart muscle in mice, human cells | Folio University of Alberta",2024-11-18,news,weightloss drug found shrink heart muscle mouse human cell folio university alberta weightloss drug found shrink heart muscle mouse human cell folio university alberta,24
news_367,Ozempic babies: a surprise side effect of weight loss drugs - The Week. Ozempic babies: a surprise side effect of weight loss drugs The Week,2024-05-07,news,ozempic baby surprise side effect weight loss drug week ozempic baby surprise side effect weight loss drug week,18
news_368,Ozempic has a surprising side effect: Drinking less alcohol - National Geographic. Ozempic has a surprising side effect: Drinking less alcohol National Geographic,2024-11-25,news,ozempic surprising side effect drinking less alcohol national geographic ozempic surprising side effect drinking less alcohol national geographic,18
news_369,Weight loss: Using drugs like Ozempic linked to suicidal ideation - Medical News Today. Weight loss: Using drugs like Ozempic linked to suicidal ideation Medical News Today,2024-09-04,news,weight loss using drug ozempic linked suicidal ideation medical news today weight loss using drug ozempic linked suicidal ideation medical news today,22
news_370,The Checkup: Ozempic babies? Explaining unexpected pregnancies on GLP-1 drugs - WFYI. The Checkup: Ozempic babies? Explaining unexpected pregnancies on GLP-1 drugs WFYI,2024-04-26,news,checkup ozempic baby explaining unexpected pregnancy glp drug wfyi checkup ozempic baby explaining unexpected pregnancy glp drug wfyi,18
news_371,How do drugs like Ozempic work? And why are they on trial? - Inquirer.com. How do drugs like Ozempic work? And why are they on trial? Inquirer.com,2024-09-10,news,drug ozempic work trial inquirercom drug ozempic work trial inquirercom,10
news_372,Are Ozempic weight loss shots worth side effects? Do better options exist? - KSL News. Are Ozempic weight loss shots worth side effects? Do better options exist? KSL News,2024-11-06,news,ozempic weight loss shot worth side effect better option exist ksl news ozempic weight loss shot worth side effect better option exist ksl news,24
news_373,Worried About ‘Ozempic Face’? What an MD Wants You to Know about Ozempic Side Effects - firstforwomen.com. Worried About ‘Ozempic Face’? What an MD Wants You to Know about Ozempic Side Effects firstforwomen.com,2024-07-29,news,worried ozempic face want know ozempic side effect firstforwomencom worried ozempic face want know ozempic side effect firstforwomencom,18
news_374,"Macy Gray Hospitalized On Television From Ozempic Side Effects, 'I Can’t Walk Without Losing My Breath' - Black Enterprise. Macy Gray Hospitalized On Television From Ozempic Side Effects, 'I Can’t Walk Without Losing My Breath' Black Enterprise",2024-09-14,news,macy gray hospitalized television ozempic side effect cant walk without losing breath black enterprise macy gray hospitalized television ozempic side effect cant walk without losing breath black enterprise,28
news_375,Jillian Michaels warns of Ozempic face and long-term effects of trendy weight loss jab - New York Post. Jillian Michaels warns of Ozempic face and long-term effects of trendy weight loss jab New York Post,2024-01-17,news,jillian michael warns ozempic face longterm effect trendy weight loss jab new york post jillian michael warns ozempic face longterm effect trendy weight loss jab new york post,28
news_376,"Ozempic Side Effects May Cause ""Risky Behavior"" Among Users, Study Warns - AboutLawsuits.com. Ozempic Side Effects May Cause ""Risky Behavior"" Among Users, Study Warns AboutLawsuits.com",2024-06-03,news,ozempic side effect may cause risky behavior among user study warns aboutlawsuitscom ozempic side effect may cause risky behavior among user study warns aboutlawsuitscom,24
news_377,Experts warn of dangerous weight loss drug side effect: reckless behavior - New York Post. Experts warn of dangerous weight loss drug side effect: reckless behavior New York Post,2024-05-29,news,expert warn dangerous weight loss drug side effect reckless behavior new york post expert warn dangerous weight loss drug side effect reckless behavior new york post,26
news_378,The surprising side effect of Ozempic: Less alcohol use - WFLA. The surprising side effect of Ozempic: Less alcohol use WFLA,2024-06-19,news,surprising side effect ozempic less alcohol use wfla surprising side effect ozempic less alcohol use wfla,16
news_379,Doctors Say Ozempic Alters Your Brain Chemistry In This Surprising Way - Women's Health. Doctors Say Ozempic Alters Your Brain Chemistry In This Surprising Way Women's Health,2024-11-17,news,doctor say ozempic alters brain chemistry surprising way womens health doctor say ozempic alters brain chemistry surprising way womens health,20
news_380,"There’s Another Major Potential Perk of Taking Ozempic—This Time, for Your Mind - Prevention. There’s Another Major Potential Perk of Taking Ozempic—This Time, for Your Mind Prevention",2024-07-18,news,there another major potential perk taking ozempicthis time mind prevention there another major potential perk taking ozempicthis time mind prevention,20
news_381,"Next-gen weight loss drugs will have fewer side effects than Ozempic, pharma CEO says - qz.com. Next-gen weight loss drugs will have fewer side effects than Ozempic, pharma CEO says qz.com",2024-10-11,news,nextgen weight loss drug fewer side effect ozempic pharma ceo say qzcom nextgen weight loss drug fewer side effect ozempic pharma ceo say qzcom,24
news_382,How Does Ozempic Affect Ulcerative Colitis? - HealthCentral. How Does Ozempic Affect Ulcerative Colitis? HealthCentral,2024-07-30,news,ozempic affect ulcerative colitis healthcentral ozempic affect ulcerative colitis healthcentral,10
news_383,Ozempic And Other Weight Loss Drugs Linked To Antidepressant Use - Psychiatrist.com. Ozempic And Other Weight Loss Drugs Linked To Antidepressant Use Psychiatrist.com,2024-05-14,news,ozempic weight loss drug linked antidepressant use psychiatristcom ozempic weight loss drug linked antidepressant use psychiatristcom,16
news_384,Can Ozempic Cause Gastroparesis? What to Know - HealthCentral. Can Ozempic Cause Gastroparesis? What to Know HealthCentral,2024-08-28,news,ozempic cause gastroparesis know healthcentral ozempic cause gastroparesis know healthcentral,10
news_385,What are the health risks of using Ozempic for weight loss? - SMH.com.au. What are the health risks of using Ozempic for weight loss? SMH.com.au,2024-06-13,news,health risk using ozempic weight loss smhcomau health risk using ozempic weight loss smhcomau,14
news_386,Doctors say RFK Jr.’s anti-Ozempic stance perpetuates stigma and misrepresents evidence - CNN. Doctors say RFK Jr.’s anti-Ozempic stance perpetuates stigma and misrepresents evidence CNN,2024-11-17,news,doctor say rfk jr antiozempic stance perpetuates stigma misrepresents evidence cnn doctor say rfk jr antiozempic stance perpetuates stigma misrepresents evidence cnn,22
news_387,"FDA Database Reveals High Number of Severe Adverse Events Involving Problem from Ozempic, Similar GLP1 Drugs - AboutLawsuits.com. FDA Database Reveals High Number of Severe Adverse Events Involving Problem from Ozempic, Similar GLP1 Drugs AboutLawsuits.com",2024-08-05,news,fda database reveals high number severe adverse event involving problem ozempic similar glp drug aboutlawsuitscom fda database reveals high number severe adverse event involving problem ozempic similar glp drug aboutlawsuitscom,30
news_388,Medical Product Alert N°2/2024: Falsified OZEMPIC (semaglutide) - World Health Organization (WHO). Medical Product Alert N°2/2024: Falsified OZEMPIC (semaglutide) World Health Organization (WHO),2024-06-19,news,medical product alert falsified ozempic semaglutide world health organization medical product alert falsified ozempic semaglutide world health organization,18
news_389,Doctor issues devastating warning of ‘overlooked’ side effects of using Ozempic - tyla.com. Doctor issues devastating warning of ‘overlooked’ side effects of using Ozempic tyla.com,2024-10-14,news,doctor issue devastating warning overlooked side effect using ozempic tylacom doctor issue devastating warning overlooked side effect using ozempic tylacom,20
news_390,What is 'Ozempic butt'? Doctors explain and share tips to avoid it - TODAY.com. What is 'Ozempic butt'? Doctors explain and share tips to avoid it TODAY.com,2024-07-31,news,ozempic butt doctor explain share tip avoid todaycom ozempic butt doctor explain share tip avoid todaycom,16
news_391,What Doctors Want You to Know About ‘Ozempic Breasts’ - Prevention. What Doctors Want You to Know About ‘Ozempic Breasts’ Prevention,2024-05-14,news,doctor want know ozempic breast prevention doctor want know ozempic breast prevention,12
news_392,What Are Ozempic Burps? A Doctor Explains Everything You Need to Know About the Weird but Possible Side Effect - PureWow. What Are Ozempic Burps? A Doctor Explains Everything You Need to Know About the Weird but Possible Side Effect PureWow,2024-09-20,news,ozempic burp doctor explains everything need know weird possible side effect purewow ozempic burp doctor explains everything need know weird possible side effect purewow,24
news_393,Is Ozempic a Miracle Drug or a Mirage? - Katie Couric Media. Is Ozempic a Miracle Drug or a Mirage? Katie Couric Media,2024-06-07,news,ozempic miracle drug mirage katie couric medium ozempic miracle drug mirage katie couric medium,14
news_394,Weight loss medication side effects explained by Dr. Sanjay Gupta - CNN. Weight loss medication side effects explained by Dr. Sanjay Gupta CNN,2024-11-15,news,weight loss medication side effect explained sanjay gupta cnn weight loss medication side effect explained sanjay gupta cnn,18
news_395,Weight loss drug Wegovy is now approved for heart health — but that won't mean broad insurance coverage just yet - CNBC. Weight loss drug Wegovy is now approved for heart health — but that won't mean broad insurance coverage just yet CNBC,2024-03-16,news,weight loss drug wegovy approved heart health wont mean broad insurance coverage yet cnbc weight loss drug wegovy approved heart health wont mean broad insurance coverage yet cnbc,28
news_396,"Germany's health insurance could cover Wegovy for strokes, heart conditions, agency says - Reuters. Germany's health insurance could cover Wegovy for strokes, heart conditions, agency says Reuters",2024-03-22,news,germany health insurance could cover wegovy stroke heart condition agency say reuters germany health insurance could cover wegovy stroke heart condition agency say reuters,24
news_397,Weight loss drug makers want more insurance plans to cover Wegovy and Zepbound - qz.com. Weight loss drug makers want more insurance plans to cover Wegovy and Zepbound qz.com,2024-11-20,news,weight loss drug maker want insurance plan cover wegovy zepbound qzcom weight loss drug maker want insurance plan cover wegovy zepbound qzcom,22
news_398,Will Medicare hike your monthly premiums to cover Wegovy? - NBC News. Will Medicare hike your monthly premiums to cover Wegovy? NBC News,2024-04-02,news,medicare hike monthly premium cover wegovy nbc news medicare hike monthly premium cover wegovy nbc news,16
news_399,NC state health plan votes to end all coverage for Wegovy and other weight-loss drugs - WRAL. NC state health plan votes to end all coverage for Wegovy and other weight-loss drugs WRAL,2024-01-25,news,state health plan vote end coverage wegovy weightloss drug wral state health plan vote end coverage wegovy weightloss drug wral,20
news_400,Blue Cross Blue Shield of Michigan won’t cover popular weight-loss drugs - Bridge Michigan. Blue Cross Blue Shield of Michigan won’t cover popular weight-loss drugs Bridge Michigan,2024-06-13,news,blue cross blue shield michigan wont cover popular weightloss drug bridge michigan blue cross blue shield michigan wont cover popular weightloss drug bridge michigan,24
news_401,Weight loss drugs like Wegovy have taken the country by storm. But who can afford them? - USA Today. Weight loss drugs like Wegovy have taken the country by storm. But who can afford them? USA Today,2024-04-25,news,weight loss drug wegovy taken country storm afford usa today weight loss drug wegovy taken country storm afford usa today,20
news_402,"State employees in North Carolina could lose coverage of Wegovy, other weight loss medicines - WUNC News. State employees in North Carolina could lose coverage of Wegovy, other weight loss medicines WUNC News",2024-01-23,news,state employee north carolina could lose coverage wegovy weight loss medicine wunc news state employee north carolina could lose coverage wegovy weight loss medicine wunc news,26
news_403,"Medicare couldn’t cover Wegovy for weight loss. But now that it’s also a heart drug, the door is open - statnews.com. Medicare couldn’t cover Wegovy for weight loss. But now that it’s also a heart drug, the door is open statnews.com",2024-03-14,news,medicare couldnt cover wegovy weight loss heart drug door open statnewscom medicare couldnt cover wegovy weight loss heart drug door open statnewscom,22
news_404,"Most employer health plans don't cover new blockbuster weight loss drugs, but that's going to change - CNBC. Most employer health plans don't cover new blockbuster weight loss drugs, but that's going to change CNBC",2024-02-16,news,employer health plan dont cover new blockbuster weight loss drug thats going change cnbc employer health plan dont cover new blockbuster weight loss drug thats going change cnbc,28
news_405,"Who gets weight loss drugs covered by insurance? In North Carolina, being on Medicaid helps - NBC News. Who gets weight loss drugs covered by insurance? In North Carolina, being on Medicaid helps NBC News",2024-11-28,news,get weight loss drug covered insurance north carolina medicaid help nbc news get weight loss drug covered insurance north carolina medicaid help nbc news,24
